,Unnamed: 0,Tweet,Date,Username,Hashtags,processedtext,category
80,80,"Good morning @BBMPCOMM @BBMPSWMSplComm @BBMP_MAYOR @msrbommanahalli Garbage remains from stealth burning of solid waste last night in Ranka Colony, Bangalore-76. Timestamp included. Happens Daily. BTW, apartments segregate their waste 100%. #SwachhSurvekshan2020 #SwachhBharat",2020-01-28 03:53:36+00:00,sumITguy,#SwachhSurvekshan2020 #SwachhBharat,good morn bbmpcomm bbmpswmsplcomm bbmp mayor msrbommanah garbag remain stealth burn solid wast last night ranka coloni bangalor timestamp includ happen daili btw apart segreg wast swachhsurvekshan swachhbharat,Waste/Garbage
81,81,"It's day 3 since i posted on garbage mess here in ward 69, FF colony.. no response yet from u.. @BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm",2020-01-28 03:37:02+00:00,MaheshKotekere,,it day sinc post garbag mess ward ff coloni respons yet u bbmpcomm bbmp mayor bbmpswmsplcomm,Waste/Garbage
82,82,"Why dont municipalities of karnataka state open A BOTTEL DEPOT like western country’s!! Charge the drink bottles for deposit , and let them claim that charged amount in bottle depot.. ppl will return those bottels in the depot for sure for money.. so garbage / plastic free city",2020-01-28 02:14:43+00:00,ajithpoojarym,,whi dont municip karnataka state open a bottel depot like western countri charg drink bottl deposit let claim charg amount bottl depot ppl return bottel depot sure money garbag plastic free citi,Waste/Garbage
83,83,"Places like electronic city, just come ik morning 6 am and ev 6pm. feels like worst than my village panchayat, no garbage collection at all, shopkeeper burn them daily",2020-01-28 02:12:53+00:00,Sandeepktg,,place like electron citi come ik morn ev pm feel like worst villag panchayat garbag collect shopkeep burn daili,Waste/Garbage
84,84,Respected Mayor kindly ensure the garbage bins installed across city by GAIL India are cleaned regularly. Citizens are using bins but they are not cleared,2020-01-27 14:24:23+00:00,vijay_vibs,,respect mayor kindli ensur garbag bin instal across citi gail india clean regularli citizen use bin clear,Waste/Garbage
85,85,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
86,86,ರಸ್ತೆ ಬದಿ ಕಸ ಎಸೆಯುವವರಿಂದ ₹63.91 ಲಕ್ಷ ದಂಡ ವಸೂಲಿ..! https://newsfirstlive.com/2020/01/27/bbmp-collects-63-91-lakh-rupees-from-people-who-littered-garbage/ #BBMP #people #garbage #Fine @cleanbengaluru @BENGALURU @Cleanliness,2020-01-27 11:33:04+00:00,NewsFirstKan,#BBMP #people #garbage #Fine,http newsfirstl com bbmp collect lakh rupe peopl litter garbag bbmp peopl garbag fine cleanbengaluru bengaluru cleanli,Waste/Garbage
87,87,@BBMP_MAYOR I don't see any public dustbin to dispose the garbage. Please let me know designated spot to diapose the garbage. In absence of dustbin people dispose there garbage on street. Also I don't see any public dustbin in area. Area: 80ft road near isro and bsnl signal.,2020-01-27 11:13:37+00:00,theabhinavkumar,,bbmp mayor i see public dustbin dispos garbag pleas let know design spot diapos garbag in absenc dustbin peopl dispos garbag street also i see public dustbin area area ft road near isro bsnl signal,Waste/Garbage
88,88,Dear #BBMP what should one do if there is a recent and gradual pile up of overnight garbage in a plot in the neighborhood? Is there a way to fine the owner of the plot? ,2020-01-27 09:48:51+00:00,v52873687,#BBMP,dear bbmp one recent gradual pile overnight garbag plot neighborhood is way fine owner plot,Waste/Garbage
89,89,@BBMPCOMM @IChangeMyCity Though BBMP has fully cleared the garbage dump in the past it is the people who are dumping again and again. Put a squad here to levy fine on garbage dumpers here so they make a practice of leveraging garbage pick up Van's.,2020-01-27 07:38:35+00:00,karthik_238,,bbmpcomm ichangemyc though bbmp fulli clear garbag dump past peopl dump put squad levi fine garbag dumper make practic leverag garbag pick van,Waste/Garbage
90,90,"Ananth Nagar Road, E-city Bangalore. Residents and shop owners have been throwing garbage on this land and it's rotting for years, the wall has collapsed now and all filth has spilt on to the roads. Who is accountable.. Nobody is bothered. @BBMP_MAYOR @BBMPSWMSplComm",2020-01-27 07:11:05+00:00,shutterbugsandy,,ananth nagar road e citi bangalor resid shop owner throw garbag land rot year wall collaps filth spilt road who account nobodi bother bbmp mayor bbmpswmsplcomm,Waste/Garbage
91,91,"@BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm the garbage collection bins in front of Kuvempu Metro Entrace-B on MKK Road have been suddenly removed last month, leading to the inconvenience of the locals. Can you please look into it! ",2020-01-27 06:45:49+00:00,TuduDhara,,bbmpcomm bbmp mayor bbmpswmsplcomm garbag collect bin front kuvempu metro entrac b mkk road suddenli remov last month lead inconveni local can pleas look,Waste/Garbage
92,92,"Mismanagement by BBMP. No vision to work as team taking public opinions,but have their own prejudices. Now they started to fine litterers just like #BTP fining helmetless riders,setting wrong priorities without understanding the root cause of blackspots-Garbage collection system",2020-01-27 06:45:03+00:00,rvshrinidhi,#BTP,mismanag bbmp no vision work team take public opinion prejudic now start fine litter like btp fine helmetless rider set wrong prioriti without understand root caus blackspot garbag collect system,Waste/Garbage
93,93,"Sir, I had spoken to Mr.ShashiKumar long time back, Since there was no action i informed you. Pls note that on Sunday around 4:30 PM Garbage was burnt. Pls take action at the earliest.. the entire stretch is filled with Garbage and every week some miscreants burns it. ",2020-01-27 06:40:01+00:00,Lokesh_Raghaven,,sir i spoken mr shashikumar long time back sinc action inform pl note sunday around pm garbag burnt pl take action earliest entir stretch fill garbag everi week miscreant burn,Waste/Garbage
94,94,All #bmtc bus bays built a few years ago are now waste segregation and garbage truck parking lots now @BBMP_MAYOR @BMTC_BENGALURU @BPACofficial @RevathyAshok Anyway the buses just stops in middle of roads,2020-01-27 05:32:20+00:00,greatganesh,#bmtc,all bmtc bu bay built year ago wast segreg garbag truck park lot bbmp mayor bmtc bengaluru bpacoffici revathyashok anyway buse stop middl road,Waste/Garbage
95,95,@Randeep_Dev sir everyday i see #bbmp progress in cleaning up #Bengaluru and heavy fines for educating cleanliness. Please look in to complaint#8123065854 .every day at 8am once the garbage is cleared by BBMP the grabage flooding starts till next 8am. Making lives pathetic daily ,2020-01-27 04:21:45+00:00,vikaspv,#bbmp #Bengaluru,randeep dev sir everyday see bbmp progress clean bengaluru heavi fine educ cleanli pleas look complaint everi day garbag clear bbmp grabag flood start till next make live pathet daili,Waste/Garbage
96,96,@BBMP_MAYOR @BBMPCOMM @Office_of_BSY what fine does bbmp pay for the trashcan like condition its maintaining Bangalore? Garbage all over potohloed and non rds filth open drains parks filthy. What do you do bbmp. Why do u exist. Such a waste of tax money. ,2020-01-27 04:19:16+00:00,subramanyamsiv1,,bbmp mayor bbmpcomm offic bsi fine bbmp pay trashcan like condit maintain bangalor garbag potohlo non rd filth open drain park filthi what bbmp whi u exist such wast tax money,Waste/Garbage
97,97,"Sir, We appreciate your initiative but still there are many areas where BBMP dumping the grabages. Please find the chick begur lake surroundings where BBMP dumping the garbage. If we complaint BBMP also no use. Please avoid the same and clean the area. ",2020-01-27 04:04:40+00:00,ravindrapoojar9,,sir we appreci initi still mani area bbmp dump grabag pleas find chick begur lake surround bbmp dump garbag if complaint bbmp also use pleas avoid clean area,Waste/Garbage
98,98,It's day 2 since i posted to you about the garbage mess. Still no acknowledgement or action.. @BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm,2020-01-27 04:01:25+00:00,MaheshKotekere,,it day sinc post garbag mess still acknowledg action bbmpcomm bbmp mayor bbmpswmsplcomm,Waste/Garbage
99,99,"Today's gift from the municipal authorities of your constituency, Ranka Colony, Bangalore-76. Daily burning of solid waste garbage: #bbmp @BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm @msrbommanahalli",2020-01-27 02:23:22+00:00,sumITguy,#bbmp,today gift municip author constitu ranka coloni bangalor daili burn solid wast garbag bbmp bbmpcomm bbmp mayor bbmpswmsplcomm msrbommanah,Waste/Garbage
100,100,The BBMP garbage vehicles should be in condition as this affects the health of the drivers. BBMP should provide masks and hand glouse to the pourakarmikas,2020-01-27 02:06:49+00:00,chiki1303,,the bbmp garbag vehicl condit affect health driver bbmp provid mask hand glous pourakarmika,Waste/Garbage
101,101,Garbage disposal subject comes under the BBMP. All I can do is to tag @BBMPCOMM.,2020-01-27 00:07:38+00:00,Captain_Mani72,,garbag dispos subject come bbmp all i tag bbmpcomm,Waste/Garbage
102,102,"As a Bengalurean, my yardstick for Yeddy is that he should fix most incompetent BBMP, BESCOM, BWSSB etc Silicon Valley needs world class roads, garbage collection, sewage treatment and 24x7 power &amp; mass transit. Or dissolve them &amp; grant contracts to state agencies/pvt players.",2020-01-26 17:34:46+00:00,neohulk,,as bengalurean yardstick yeddi fix incompet bbmp bescom bwssb etc silicon valley need world class road garbag collect sewag treatment x power amp mass transit or dissolv amp grant contract state agenc pvt player,Waste/Garbage
103,103,"Dont want to be a spoilsport but these are bbmp areas, we have huge issues if sanitation, garbage burning, lets create a good standard of life so innovators can stay here ",2020-01-26 17:20:00+00:00,curryputtar,,dont want spoilsport bbmp area huge issu sanit garbag burn let creat good standard life innov stay,Waste/Garbage
104,104,Has BBMP started night collection of garbage and clearing streets at night? They have in my ward 89. Thank you @BBMPCOMM @BBMP_MAYOR #mycity #nammabengaluru,2020-01-26 15:43:50+00:00,gopibella,#mycity #nammabengaluru,ha bbmp start night collect garbag clear street night they ward thank bbmpcomm bbmp mayor myciti nammabengaluru,Waste/Garbage
105,105,"@bbmpcommr garbage burning continues rampantly in spite of bans and fines. Complaints to control room has no action or closure. While the response to the control is attended, no action seems to be happening. @BBMPSWMJtComm @BBMP_MAYOR",2020-01-26 14:27:38+00:00,DevikaRamarath1,,bbmpcommr garbag burn continu rampantli spite ban fine complaint control room action closur while respons control attend action seem happen bbmpswmjtcomm bbmp mayor,Waste/Garbage
106,106,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
107,107,"BREAKING NEWS! Guess who won the R-Day #TrashUreHunt challenge thrown by #BBMP? To find garbage on 2km footpath outside Parade Ground, Bengaluru AFTER the R-Day Parade! WATCH video to find out! #UnplogIndia @BBMPCOMM #Swachhsurvekshan2020Bengaluru @BBMP_MAYOR @BBMPSWMSplComm",2020-01-26 09:21:53+00:00,theuglyindian,#TrashUreHunt #BBMP #UnplogIndia #Swachhsurvekshan2020Bengaluru,break new guess r day trashurehunt challeng thrown bbmp to find garbag km footpath outsid parad ground bengaluru after r day parad watch video find unplogindia bbmpcomm swachhsurvekshan bengaluru bbmp mayor bbmpswmsplcomm,Waste/Garbage
108,108,@BBMPCOMM Garbage bags are not picked up for moths after sweeping the roads and the place has turned into garbage dump.. Multiple requests has been made to garbage collector person.. He says other vehicle will come and pickup but no action... BBMP Sahaya app is hopeless – at Narayana Multispeciality Hospital,2020-01-26 06:09:00+00:00,RohitWansagar,,bbmpcomm garbag bag pick moth sweep road place turn garbag dump multipl request made garbag collector person he say vehicl come pickup action bbmp sahaya app hopeless narayana multispeci hospit,Waste/Garbage
109,109,How can you expect swach survekshan when garbage is thrown all around Bangalore on streets/footpaths. Even after continuous complaint of Kudlu gate garbage dumping..your team has taken no proper action. Complaint no 10914756.,2020-01-26 05:57:42+00:00,priyankpande987,,how expect swach survekshan garbag thrown around bangalor street footpath even continu complaint kudlu gate garbag dump team taken proper action complaint,Waste/Garbage
110,110,@BBMP_MAYOR @BBMPCOMM @CPBlr @PMOIndia Kindly let me know that Is it case of negligence of administration? Where as Marshall and police has deployed in the security of Morning Walker and protection of lake and stop the garbage throwing. Why they are not present at this place? – at Nakkundhi Lake,2020-01-26 04:46:59+00:00,krbswjt,,bbmp mayor bbmpcomm cpblr pmoindia kindli let know is case neglig administr where marshal polic deploy secur morn walker protect lake stop garbag throw whi present place nakkundhi lake,Waste/Garbage
111,111,"@BBMPCOMM @BBMP_MAYOR @bbmpcommr imagine living next to this.. most inefficient and ineffective management of garbage in ward 69, Freedom Fighters colony ",2020-01-26 03:42:11+00:00,MaheshKotekere,,bbmpcomm bbmp mayor bbmpcommr imagin live next ineffici ineffect manag garbag ward freedom fighter coloni,Waste/Garbage
